08-13 00:34 INFO     Initialising repertoire with random population
08-13 00:43 INFO     Total quality increase by better genomes in this iteration 2.5553915169315924
08-13 00:43 INFO     Normalised quality increase by better genomes in this iteration 0.23230831972105384
08-13 00:43 INFO     Number of new genomes added in this iteration 29

08-13 00:43 INFO     Saving repertoire for iteration 6

08-13 00:43 INFO     Iteration 7
08-13 00:44 INFO     Repertoire Metrics
08-13 00:44 INFO     Total quality -193.10356732061695
08-13 00:44 INFO     Max quality -0.057696236028134396
08-13 00:44 INFO     Max quality bin (49, 49)
08-13 00:44 INFO     Min quality -1.786388965156039
08-13 00:44 INFO     Min quality bin (44, 45)
08-13 00:44 INFO     Number of genomes in the container 350
08-13 00:44 INFO     Mean quality -0.5517244780589056

08-13 00:44 INFO     Number of better genomes found in this iteration 15
08-13 00:44 INFO     Total quality increase by better genomes in this iteration 3.2557690514361517
08-13 00:44 INFO     Normalised quality increase by better genomes in this iteration 0.21705127009574346
08-13 00:44 INFO     Number of new genomes added in this iteration 28

08-13 00:44 INFO     Iteration 8
08-13 00:45 INFO     Repertoire Metrics
08-13 00:45 INFO     Total quality -214.1449876525339
08-13 00:45 INFO     Max quality -0.057696236028134396
08-13 00:45 INFO     Max quality bin (49, 49)
08-13 00:45 INFO     Min quality -1.786388965156039
08-13 00:45 INFO     Min quality bin (44, 45)
08-13 00:45 INFO     Number of genomes in the container 379
08-13 00:45 INFO     Mean quality -0.5650263526452082

08-13 00:45 INFO     Number of better genomes found in this iteration 8
08-13 00:45 INFO     Total quality increase by better genomes in this iteration 2.105372192453728
08-13 00:45 INFO     Normalised quality increase by better genomes in this iteration 0.263171524056716
08-13 00:45 INFO     Number of new genomes added in this iteration 29

08-13 00:45 INFO     Saving repertoire for iteration 8

08-13 00:45 INFO     Iteration 9
08-13 00:47 INFO     Repertoire Metrics
08-13 00:47 INFO     Total quality -225.76056242985518
08-13 00:47 INFO     Max quality -0.057696236028134396
08-13 00:47 INFO     Max quality bin (49, 49)
08-13 00:47 INFO     Min quality -1.786388965156039
08-13 00:47 INFO     Min quality bin (44, 45)
08-13 00:47 INFO     Number of genomes in the container 403
08-13 00:47 INFO     Mean quality -0.5601999067738342

08-13 00:47 INFO     Number of better genomes found in this iteration 21
08-13 00:47 INFO     Total quality increase by better genomes in this iteration 2.63043274434184
08-13 00:47 INFO     Normalised quality increase by better genomes in this iteration 0.12525870211151618
08-13 00:47 INFO     Number of new genomes added in this iteration 24

08-13 00:47 INFO     Iteration 10
08-13 00:48 INFO     Repertoire Metrics
08-13 00:48 INFO     Total quality -242.8676059061888
08-13 00:48 INFO     Max quality -0.057696236028134396
08-13 00:48 INFO     Max quality bin (49, 49)
08-13 00:48 INFO     Min quality -1.786388965156039
08-13 00:48 INFO     Min quality bin (44, 45)
08-13 00:48 INFO     Number of genomes in the container 428
08-13 00:48 INFO     Mean quality -0.5674476773509084

08-13 00:48 INFO     Number of better genomes found in this iteration 15
08-13 00:48 INFO     Total quality increase by better genomes in this iteration 2.167148040725566
08-13 00:48 INFO     Normalised quality increase by better genomes in this iteration 0.14447653604837107
08-13 00:48 INFO     Number of new genomes added in this iteration 25

08-13 00:48 INFO     Saving repertoire for iteration 10

08-13 00:48 INFO     Iteration 11
08-13 00:49 INFO     Repertoire Metrics
08-13 00:49 INFO     Total quality -256.17734641917775
08-13 00:49 INFO     Max quality -0.057696236028134396
08-13 00:49 INFO     Max quality bin (49, 49)
08-13 00:49 INFO     Min quality -1.786388965156039
08-13 00:49 INFO     Min quality bin (44, 45)
08-13 00:49 INFO     Number of genomes in the container 447
08-13 00:49 INFO     Mean quality -0.5731036832643798

08-13 00:49 INFO     Number of better genomes found in this iteration 9
08-13 00:49 INFO     Total quality increase by better genomes in this iteration 1.2903058944011419
08-13 00:49 INFO     Normalised quality increase by better genomes in this iteration 0.14336732160012688
08-13 00:49 INFO     Number of new genomes added in this iteration 19

08-13 00:49 INFO     Iteration 12
08-13 00:50 INFO     Repertoire Metrics
08-13 00:50 INFO     Total quality -269.65474945424893
08-13 00:50 INFO     Max quality -0.057696236028134396
08-13 00:50 INFO     Max quality bin (49, 49)
08-13 00:50 INFO     Min quality -1.786388965156039
08-13 00:50 INFO     Min quality bin (44, 45)
08-13 00:50 INFO     Number of genomes in the container 471
08-13 00:50 INFO     Mean quality -0.5725153916226092

08-13 00:50 INFO     Number of better genomes found in this iteration 17
08-13 00:50 INFO     Total quality increase by better genomes in this iteration 2.2385154495114485
08-13 00:50 INFO     Normalised quality increase by better genomes in this iteration 0.13167737938302637
08-13 00:50 INFO     Number of new genomes added in this iteration 24

08-13 00:50 INFO     Saving repertoire for iteration 12

08-13 00:50 INFO     Iteration 13
08-13 00:51 INFO     Repertoire Metrics
08-13 00:51 INFO     Total quality -278.9768622378981
08-13 00:51 INFO     Max quality -0.057696236028134396
08-13 00:51 INFO     Max quality bin (49, 49)
08-13 00:51 INFO     Min quality -1.786388965156039
08-13 00:51 INFO     Min quality bin (44, 45)
08-13 00:51 INFO     Number of genomes in the container 485
08-13 00:51 INFO     Mean quality -0.5752100252327796

08-13 00:51 INFO     Number of better genomes found in this iteration 14
08-13 00:51 INFO     Total quality increase by better genomes in this iteration 2.1559094370787752
08-13 00:51 INFO     Normalised quality increase by better genomes in this iteration 0.15399353121991252
08-13 00:51 INFO     Number of new genomes added in this iteration 14

08-13 00:51 INFO     Iteration 14
08-13 00:52 INFO     Repertoire Metrics
08-13 00:52 INFO     Total quality -286.5046907954793
08-13 00:52 INFO     Max quality -0.057696236028134396
08-13 00:52 INFO     Max quality bin (49, 49)
08-13 00:52 INFO     Min quality -1.786388965156039
08-13 00:52 INFO     Min quality bin (44, 45)
08-13 00:52 INFO     Number of genomes in the container 505
08-13 00:52 INFO     Mean quality -0.5673360213771867

08-13 00:52 INFO     Number of better genomes found in this iteration 14
08-13 00:52 INFO     Total quality increase by better genomes in this iteration 3.8085777568752315
08-13 00:52 INFO     Normalised quality increase by better genomes in this iteration 0.27204126834823084
08-13 00:52 INFO     Number of new genomes added in this iteration 20

08-13 00:52 INFO     Saving repertoire for iteration 14

08-13 00:52 INFO     Iteration 15
08-13 00:53 INFO     Repertoire Metrics
08-13 00:53 INFO     Total quality -301.0440816739778
08-13 00:53 INFO     Max quality -0.057696236028134396
08-13 00:53 INFO     Max quality bin (49, 49)
08-13 00:53 INFO     Min quality -1.786388965156039
08-13 00:53 INFO     Min quality bin (44, 45)
08-13 00:53 INFO     Number of genomes in the container 525
08-13 00:53 INFO     Mean quality -0.5734172984266244

08-13 00:53 INFO     Number of better genomes found in this iteration 14
08-13 00:53 INFO     Total quality increase by better genomes in this iteration 0.8053551117292371
08-13 00:53 INFO     Normalised quality increase by better genomes in this iteration 0.057525365123516935
08-13 00:53 INFO     Number of new genomes added in this iteration 20

08-13 00:53 INFO     Iteration 16
08-13 00:54 INFO     Repertoire Metrics
08-13 00:54 INFO     Total quality -313.34485142379333
08-13 00:54 INFO     Max quality -0.057696236028134396
08-13 00:54 INFO     Max quality bin (49, 49)
08-13 00:54 INFO     Min quality -1.786388965156039
08-13 00:54 INFO     Min quality bin (44, 45)
08-13 00:54 INFO     Number of genomes in the container 544
08-13 00:54 INFO     Mean quality -0.5760015651172672

08-13 00:54 INFO     Number of better genomes found in this iteration 9
08-13 00:54 INFO     Total quality increase by better genomes in this iteration 1.6620941428170268
08-13 00:54 INFO     Normalised quality increase by better genomes in this iteration 0.18467712697966965
08-13 00:54 INFO     Number of new genomes added in this iteration 19

08-13 00:54 INFO     Saving repertoire for iteration 16

08-13 00:54 INFO     Iteration 17
08-13 00:55 INFO     Repertoire Metrics
08-13 00:55 INFO     Total quality -322.49827850367245
08-13 00:55 INFO     Max quality -0.04446307306912971
08-13 00:55 INFO     Max quality bin (50, 49)
08-13 00:55 INFO     Min quality -1.786388965156039
08-13 00:55 INFO     Min quality bin (44, 45)
08-13 00:55 INFO     Number of genomes in the container 562
08-13 00:55 INFO     Mean quality -0.5738403532093815

08-13 00:55 INFO     Number of better genomes found in this iteration 19
08-13 00:55 INFO     Total quality increase by better genomes in this iteration 2.857407746217866
08-13 00:55 INFO     Normalised quality increase by better genomes in this iteration 0.15038988137988768
08-13 00:55 INFO     Number of new genomes added in this iteration 18

08-13 00:55 INFO     Iteration 18
08-13 00:56 INFO     Repertoire Metrics
08-13 00:56 INFO     Total quality -338.8462379859779
08-13 00:56 INFO     Max quality -0.04446307306912971
08-13 00:56 INFO     Max quality bin (50, 49)
08-13 00:56 INFO     Min quality -1.786388965156039
08-13 00:56 INFO     Min quality bin (44, 45)
08-13 00:56 INFO     Number of genomes in the container 588
08-13 00:56 INFO     Mean quality -0.5762691122210508

08-13 00:56 INFO     Number of better genomes found in this iteration 13
08-13 00:56 INFO     Total quality increase by better genomes in this iteration 1.010481378656023
08-13 00:56 INFO     Normalised quality increase by better genomes in this iteration 0.07772933681969407
08-13 00:56 INFO     Number of new genomes added in this iteration 26

08-13 00:56 INFO     Saving repertoire for iteration 18

08-13 00:56 INFO     Iteration 19
08-13 00:58 INFO     Repertoire Metrics
08-13 00:58 INFO     Total quality -345.90235998104885
08-13 00:58 INFO     Max quality -0.04446307306912971
08-13 00:58 INFO     Max quality bin (50, 49)
08-13 00:58 INFO     Min quality -1.786388965156039
08-13 00:58 INFO     Min quality bin (44, 45)
08-13 00:58 INFO     Number of genomes in the container 600
08-13 00:58 INFO     Mean quality -0.5765039333017481

08-13 00:58 INFO     Number of better genomes found in this iteration 9
08-13 00:58 INFO     Total quality increase by better genomes in this iteration 1.431112071599213
08-13 00:58 INFO     Normalised quality increase by better genomes in this iteration 0.15901245239991255
08-13 00:58 INFO     Number of new genomes added in this iteration 12

08-13 00:58 INFO     Iteration 20
08-13 00:59 INFO     Repertoire Metrics
08-13 00:59 INFO     Total quality -359.50724567896356
08-13 00:59 INFO     Max quality -0.04446307306912971
08-13 00:59 INFO     Max quality bin (50, 49)
08-13 00:59 INFO     Min quality -1.786388965156039
08-13 00:59 INFO     Min quality bin (44, 45)
08-13 00:59 INFO     Number of genomes in the container 620
08-13 00:59 INFO     Mean quality -0.5798503962563928

08-13 00:59 INFO     Number of better genomes found in this iteration 10
08-13 00:59 INFO     Total quality increase by better genomes in this iteration 1.2763340880849998
08-13 00:59 INFO     Normalised quality increase by better genomes in this iteration 0.1276334088085
08-13 00:59 INFO     Number of new genomes added in this iteration 20

08-13 00:59 INFO     Saving repertoire for iteration 20

08-13 00:59 INFO     Iteration 21
08-13 01:00 INFO     Repertoire Metrics
08-13 01:00 INFO     Total quality -377.08260550478303
08-13 01:00 INFO     Max quality -0.04446307306912971
08-13 01:00 INFO     Max quality bin (50, 49)
08-13 01:00 INFO     Min quality -1.786388965156039
08-13 01:00 INFO     Min quality bin (44, 45)
08-13 01:00 INFO     Number of genomes in the container 645
08-13 01:00 INFO     Mean quality -0.584624194581059

08-13 01:00 INFO     Number of better genomes found in this iteration 9
08-13 01:00 INFO     Total quality increase by better genomes in this iteration 1.297134610827654
08-13 01:00 INFO     Normalised quality increase by better genomes in this iteration 0.14412606786973933
08-13 01:00 INFO     Number of new genomes added in this iteration 25

08-13 01:00 INFO     Iteration 22
08-13 01:01 INFO     Repertoire Metrics
08-13 01:01 INFO     Total quality -388.6080318413179
08-13 01:01 INFO     Max quality -0.04446307306912971
08-13 01:01 INFO     Max quality bin (50, 49)
08-13 01:01 INFO     Min quality -1.786388965156039
08-13 01:01 INFO     Min quality bin (44, 45)
08-13 01:01 INFO     Number of genomes in the container 661
08-13 01:01 INFO     Mean quality -0.5879092766131889

08-13 01:01 INFO     Number of better genomes found in this iteration 6
08-13 01:01 INFO     Total quality increase by better genomes in this iteration 1.2894695548937427
08-13 01:01 INFO     Normalised quality increase by better genomes in this iteration 0.21491159248229044
08-13 01:01 INFO     Number of new genomes added in this iteration 16

08-13 01:01 INFO     Saving repertoire for iteration 22

08-13 01:01 INFO     Iteration 23
08-13 01:02 INFO     Repertoire Metrics
08-13 01:02 INFO     Total quality -400.5125167516783
08-13 01:02 INFO     Max quality -0.04446307306912971
08-13 01:02 INFO     Max quality bin (50, 49)
08-13 01:02 INFO     Min quality -1.786388965156039
08-13 01:02 INFO     Min quality bin (44, 45)
08-13 01:02 INFO     Number of genomes in the container 682
08-13 01:02 INFO     Mean quality -0.5872617547678567

08-13 01:02 INFO     Number of better genomes found in this iteration 9
08-13 01:02 INFO     Total quality increase by better genomes in this iteration 0.7701925767503623
08-13 01:02 INFO     Normalised quality increase by better genomes in this iteration 0.08557695297226248
08-13 01:02 INFO     Number of new genomes added in this iteration 21

08-13 01:02 INFO     Iteration 24
08-13 01:03 INFO     Repertoire Metrics
08-13 01:03 INFO     Total quality -411.352006144787
08-13 01:03 INFO     Max quality -0.04446307306912971
08-13 01:03 INFO     Max quality bin (50, 49)
08-13 01:03 INFO     Min quality -1.786388965156039
08-13 01:03 INFO     Min quality bin (44, 45)
08-13 01:03 INFO     Number of genomes in the container 702
08-13 01:03 INFO     Mean quality -0.5859715187247678

08-13 01:03 INFO     Number of better genomes found in this iteration 9
08-13 01:03 INFO     Total quality increase by better genomes in this iteration 1.4891831974016814
08-13 01:03 INFO     Normalised quality increase by better genomes in this iteration 0.16546479971129793
08-13 01:03 INFO     Number of new genomes added in this iteration 20

08-13 01:03 INFO     Saving repertoire for iteration 24

08-13 01:03 INFO     Iteration 25
08-13 01:04 INFO     Repertoire Metrics
08-13 01:04 INFO     Total quality -419.46123328588305
08-13 01:04 INFO     Max quality -0.04446307306912971
08-13 01:04 INFO     Max quality bin (50, 49)
08-13 01:04 INFO     Min quality -1.786388965156039
08-13 01:04 INFO     Min quality bin (44, 45)
08-13 01:04 INFO     Number of genomes in the container 718
08-13 01:04 INFO     Mean quality -0.5842078458020655

08-13 01:04 INFO     Number of better genomes found in this iteration 17
08-13 01:04 INFO     Total quality increase by better genomes in this iteration 2.577497614764993
08-13 01:04 INFO     Normalised quality increase by better genomes in this iteration 0.15161750675088193
08-13 01:04 INFO     Number of new genomes added in this iteration 16

08-13 01:04 INFO     Iteration 26
08-13 01:05 INFO     Repertoire Metrics
08-13 01:05 INFO     Total quality -431.4175273807312
08-13 01:05 INFO     Max quality -0.04446307306912971
08-13 01:05 INFO     Max quality bin (50, 49)
08-13 01:05 INFO     Min quality -1.786388965156039
08-13 01:05 INFO     Min quality bin (44, 45)
08-13 01:05 INFO     Number of genomes in the container 734
08-13 01:05 INFO     Mean quality -0.58776229888383

08-13 01:05 INFO     Number of better genomes found in this iteration 12
08-13 01:05 INFO     Total quality increase by better genomes in this iteration 1.4809666749299428
08-13 01:05 INFO     Normalised quality increase by better genomes in this iteration 0.12341388957749523
08-13 01:05 INFO     Number of new genomes added in this iteration 16

08-13 01:05 INFO     Saving repertoire for iteration 26

08-13 01:05 INFO     Iteration 27
08-13 01:07 INFO     Repertoire Metrics
08-13 01:07 INFO     Total quality -446.3653094120793
08-13 01:07 INFO     Max quality -0.04446307306912971
08-13 01:07 INFO     Max quality bin (50, 49)
08-13 01:07 INFO     Min quality -1.786388965156039
08-13 01:07 INFO     Min quality bin (44, 45)
08-13 01:07 INFO     Number of genomes in the container 751
08-13 01:07 INFO     Mean quality -0.5943612641971762

08-13 01:07 INFO     Number of better genomes found in this iteration 7
08-13 01:07 INFO     Total quality increase by better genomes in this iteration 0.6998144586390854
08-13 01:07 INFO     Normalised quality increase by better genomes in this iteration 0.09997349409129792
08-13 01:07 INFO     Number of new genomes added in this iteration 17

08-13 01:07 INFO     Iteration 28
08-13 01:08 INFO     Repertoire Metrics
08-13 01:08 INFO     Total quality -451.9844298560313
08-13 01:08 INFO     Max quality -0.04446307306912971
08-13 01:08 INFO     Max quality bin (50, 49)
08-13 01:08 INFO     Min quality -1.786388965156039
08-13 01:08 INFO     Min quality bin (44, 45)
08-13 01:08 INFO     Number of genomes in the container 760
08-13 01:08 INFO     Mean quality -0.5947163550737253

08-13 01:08 INFO     Number of better genomes found in this iteration 9
08-13 01:08 INFO     Total quality increase by better genomes in this iteration 0.6717041126879932
08-13 01:08 INFO     Normalised quality increase by better genomes in this iteration 0.07463379029866592
08-13 01:08 INFO     Number of new genomes added in this iteration 9

08-13 01:08 INFO     Saving repertoire for iteration 28

08-13 01:08 INFO     Iteration 29
08-13 01:09 INFO     Repertoire Metrics
08-13 01:09 INFO     Total quality -456.19903232525877
08-13 01:09 INFO     Max quality -0.04446307306912971
08-13 01:09 INFO     Max quality bin (50, 49)
08-13 01:09 INFO     Min quality -1.786388965156039
08-13 01:09 INFO     Min quality bin (44, 45)
08-13 01:09 INFO     Number of genomes in the container 771
08-13 01:09 INFO     Mean quality -0.5916978369977416

08-13 01:09 INFO     Number of better genomes found in this iteration 12
08-13 01:09 INFO     Total quality increase by better genomes in this iteration 3.2640033151331704
08-13 01:09 INFO     Normalised quality increase by better genomes in this iteration 0.2720002762610975
08-13 01:09 INFO     Number of new genomes added in this iteration 11

08-13 01:09 INFO     Iteration 30
08-13 01:10 INFO     Repertoire Metrics
08-13 01:10 INFO     Total quality -466.05018110968916
08-13 01:10 INFO     Max quality -0.04446307306912971
08-13 01:10 INFO     Max quality bin (50, 49)
08-13 01:10 INFO     Min quality -1.786388965156039
08-13 01:10 INFO     Min quality bin (44, 45)
08-13 01:10 INFO     Number of genomes in the container 787
08-13 01:10 INFO     Mean quality -0.5921857447391222

08-13 01:10 INFO     Number of better genomes found in this iteration 12
08-13 01:10 INFO     Total quality increase by better genomes in this iteration 1.942869655079921
08-13 01:10 INFO     Normalised quality increase by better genomes in this iteration 0.1619058045899934
08-13 01:10 INFO     Number of new genomes added in this iteration 16

08-13 01:10 INFO     Saving repertoire for iteration 30

08-13 01:10 INFO     Iteration 31
08-13 01:11 INFO     Repertoire Metrics
08-13 01:11 INFO     Total quality -482.17517017272695
08-13 01:11 INFO     Max quality -0.04446307306912971
08-13 01:11 INFO     Max quality bin (50, 49)
08-13 01:11 INFO     Min quality -1.786388965156039
08-13 01:11 INFO     Min quality bin (44, 45)
08-13 01:11 INFO     Number of genomes in the container 807
08-13 01:11 INFO     Mean quality -0.5974909171904919

08-13 01:11 INFO     Number of better genomes found in this iteration 8
08-13 01:11 INFO     Total quality increase by better genomes in this iteration 0.82656983296305
08-13 01:11 INFO     Normalised quality increase by better genomes in this iteration 0.10332122912038125
08-13 01:11 INFO     Number of new genomes added in this iteration 20

08-13 01:11 INFO     Iteration 32
08-13 01:12 INFO     Repertoire Metrics
08-13 01:12 INFO     Total quality -493.34738734223
08-13 01:12 INFO     Max quality -0.04446307306912971
08-13 01:12 INFO     Max quality bin (50, 49)
08-13 01:12 INFO     Min quality -1.786388965156039
08-13 01:12 INFO     Min quality bin (44, 45)
08-13 01:12 INFO     Number of genomes in the container 823
08-13 01:12 INFO     Mean quality -0.5994500453733049

08-13 01:12 INFO     Number of better genomes found in this iteration 9
08-13 01:12 INFO     Total quality increase by better genomes in this iteration 1.0411908630306037
08-13 01:12 INFO     Normalised quality increase by better genomes in this iteration 0.11568787367006708
08-13 01:12 INFO     Number of new genomes added in this iteration 16

08-13 01:12 INFO     Saving repertoire for iteration 32

08-13 01:12 INFO     Iteration 33
08-13 01:13 INFO     Repertoire Metrics
08-13 01:13 INFO     Total quality -504.0386286759658
08-13 01:13 INFO     Max quality -0.04446307306912971
08-13 01:13 INFO     Max quality bin (50, 49)
08-13 01:13 INFO     Min quality -1.786388965156039
08-13 01:13 INFO     Min quality bin (44, 45)
08-13 01:13 INFO     Number of genomes in the container 840
08-13 01:13 INFO     Mean quality -0.6000459865190069

08-13 01:13 INFO     Number of better genomes found in this iteration 10
08-13 01:13 INFO     Total quality increase by better genomes in this iteration 1.7661641794920864
08-13 01:13 INFO     Normalised quality increase by better genomes in this iteration 0.17661641794920863
08-13 01:13 INFO     Number of new genomes added in this iteration 17

08-13 01:13 INFO     Iteration 34
08-13 01:14 INFO     Repertoire Metrics
08-13 01:14 INFO     Total quality -515.6960692143002
08-13 01:14 INFO     Max quality -0.04446307306912971
08-13 01:14 INFO     Max quality bin (50, 49)
08-13 01:14 INFO     Min quality -1.786388965156039
08-13 01:14 INFO     Min quality bin (44, 45)
08-13 01:14 INFO     Number of genomes in the container 858
08-13 01:14 INFO     Mean quality -0.6010443697136366

08-13 01:14 INFO     Number of better genomes found in this iteration 16
08-13 01:14 INFO     Total quality increase by better genomes in this iteration 1.9716885974954625
08-13 01:14 INFO     Normalised quality increase by better genomes in this iteration 0.12323053734346641
08-13 01:14 INFO     Number of new genomes added in this iteration 18

08-13 01:14 INFO     Saving repertoire for iteration 34

08-13 01:14 INFO     Iteration 35
08-13 01:15 INFO     Repertoire Metrics
08-13 01:15 INFO     Total quality -526.9860344147393
08-13 01:15 INFO     Max quality -0.04446307306912971
08-13 01:15 INFO     Max quality bin (50, 49)
08-13 01:15 INFO     Min quality -1.786388965156039
08-13 01:15 INFO     Min quality bin (44, 45)
08-13 01:15 INFO     Number of genomes in the container 875
08-13 01:15 INFO     Mean quality -0.6022697536168449

08-13 01:15 INFO     Number of better genomes found in this iteration 11
08-13 01:15 INFO     Total quality increase by better genomes in this iteration 2.3567483797173825
08-13 01:15 INFO     Normalised quality increase by better genomes in this iteration 0.21424985270158023
08-13 01:15 INFO     Number of new genomes added in this iteration 17

08-13 01:15 INFO     Iteration 36
08-13 01:16 INFO     Repertoire Metrics
08-13 01:16 INFO     Total quality -537.475236677577
08-13 01:16 INFO     Max quality -0.04446307306912971
08-13 01:16 INFO     Max quality bin (50, 49)
08-13 01:16 INFO     Min quality -1.786388965156039
08-13 01:16 INFO     Min quality bin (44, 45)
08-13 01:16 INFO     Number of genomes in the container 889
08-13 01:16 INFO     Mean quality -0.6045840682537423

08-13 01:16 INFO     Number of better genomes found in this iteration 6
08-13 01:16 INFO     Total quality increase by better genomes in this iteration 0.6981250831449475
08-13 01:16 INFO     Normalised quality increase by better genomes in this iteration 0.11635418052415791
08-13 01:16 INFO     Number of new genomes added in this iteration 14

08-13 01:16 INFO     Saving repertoire for iteration 36

08-13 01:16 INFO     Iteration 37
08-13 01:18 INFO     Repertoire Metrics
08-13 01:18 INFO     Total quality -551.8374239723296
08-13 01:18 INFO     Max quality -0.04446307306912971
08-13 01:18 INFO     Max quality bin (50, 49)
08-13 01:18 INFO     Min quality -1.786388965156039
08-13 01:18 INFO     Min quality bin (44, 45)
08-13 01:18 INFO     Number of genomes in the container 910
08-13 01:18 INFO     Mean quality -0.6064147516179446

08-13 01:18 INFO     Number of better genomes found in this iteration 13
08-13 01:18 INFO     Total quality increase by better genomes in this iteration 1.516424087359656
08-13 01:18 INFO     Normalised quality increase by better genomes in this iteration 0.11664800671997354
08-13 01:18 INFO     Number of new genomes added in this iteration 21

08-13 01:18 INFO     Iteration 38
08-13 01:19 INFO     Repertoire Metrics
08-13 01:19 INFO     Total quality -562.4358709154627
08-13 01:19 INFO     Max quality -0.04446307306912971
08-13 01:19 INFO     Max quality bin (50, 49)
08-13 01:19 INFO     Min quality -1.786388965156039
08-13 01:19 INFO     Min quality bin (44, 45)
